date,close,up/down,pastday,open,high,low,volume
2019-05-17,71600,0,300,72500,73300,71400,2412668
2019-05-16,71900,0,2600,74400,75100,71600,3467027
2019-05-15,74500,0,100,74800,75100,73900,2056131
2019-05-14,74600,1,1100,72200,75100,71600,3712697
2019-05-13,73500,0,900,73900,75000,72800,3062929
2019-05-10,74400,0,1600,76100,76700,73400,5702537
2019-05-09,76000,0,4300,79600,79700,75200,5939278
2019-05-08,80300,1,400,78700,80500,78000,2731620
2019-05-07,79900,0,500,79200,80400,78700,2700371
2019-05-03,80400,0,300,81100,81300,80300,2481811
2019-05-02,80700,1,1700,79700,81200,79100,3092434
2019-04-30,79000,0,1000,79400,80700,78100,2960242
2019-04-29,80000,1,1400,78700,80100,78200,2987384
2019-04-26,78600,0,1600,78500,79900,77600,5183181
2019-04-25,80200,1,1700,78400,81500,78100,5586360
2019-04-24,78500,0,2500,81500,81500,77500,5318487
2019-04-23,81000,1,500,81000,81800,80400,1779318
2019-04-22,80500,0,1300,81500,81800,79900,1887109
2019-04-19,81800,1,2600,80500,82400,80100,3040186
2019-04-18,79200,0,1000,80800,81200,78500,3295697
2019-04-17,80200,0,200,81000,82300,80000,2886956
2019-04-16,80400,1,700,79900,80800,79100,2206997
2019-04-15,79700,1,1600,79000,79900,78600,2019931
2019-04-12,78100,0,300,77400,78800,77400,2317264
2019-04-11,78400,0,200,79200,79500,78000,2614388
2019-04-10,78600,1,800,76700,78800,76200,2689591
2019-04-09,77800,0,100,77700,78700,77400,2322860
2019-04-08,77900,0,1100,78900,79200,77600,2663493
2019-04-05,79000,1,600,78200,79300,77900,2191720
2019-04-04,78400,0,1500,80400,81400,77800,5436236
2019-04-03,79900,1,3500,76800,79900,76500,4674142
2019-04-02,76400,0,200,77900,78000,76100,2719440
2019-04-01,76600,1,2400,75600,77100,75500,3579070
2019-03-29,74200,1,1900,72900,74900,72700,3214170
2019-03-28,72300,0,1100,72300,73600,71700,2774932
2019-03-27,73400,1,700,71800,74100,71200,2744175
2019-03-26,72700,0,200,72900,73300,71500,2987678
