date,close,up/down,pastday,open,high,low,volume
2020-05-19,600000,1,3000,608000,609000,592000,186947
2020-05-18,597000,0,8000,614000,626000,590000,218856
2020-05-15,605000,0,7000,616000,617000,601000,147881
2020-05-14,612000,0,4000,613000,614000,600000,190133
2020-05-13,616000,1,24000,589000,619000,588000,510468
2020-05-12,592000,1,6000,586000,593000,583000,188243
2020-05-11,586000,0,2000,592000,596000,581000,164802
2020-05-08,588000,1,21000,571000,599000,570000,438329
2020-05-07,567000,0,8000,571000,578000,566000,138941
2020-05-06,575000,1,19000,561000,578000,559000,204420
2020-05-04,556000,0,25000,566000,572000,555000,302753
2020-04-29,581000,0,7000,587000,589000,581000,157790
2020-04-28,588000,2,0,589000,598000,583000,189318
2020-04-27,588000,0,3000,593000,596000,582000,176447
2020-04-24,591000,0,10000,598000,603000,588000,400836
2020-04-23,601000,1,21000,581000,608000,576000,1028524
2020-04-22,580000,1,1000,573000,594000,572000,625247
2020-04-21,579000,1,13000,568000,583000,557000,997287
2020-04-20,566000,2,0,560000,576000,555000,472857
2020-04-17,566000,1,26000,553000,568000,531000,776987
2020-04-16,540000,0,2000,536000,553000,535000,297720
2020-04-14,542000,1,3000,542000,560000,529000,539127
2020-04-13,539000,0,20000,570000,589000,539000,1184911
2020-04-10,559000,1,80500,500000,603000,494500,3037570
2020-04-09,478500,1,1000,481500,483000,474000,125253
2020-04-08,477500,0,5000,482500,484500,477500,124190
2020-04-07,482500,1,5500,486000,486000,474000,177208
2020-04-06,477000,1,9500,474500,488000,473000,219399
2020-04-03,467500,1,3000,463500,478000,461000,220451
2020-04-02,464500,1,12000,451000,468000,449000,187474
2020-04-01,452500,0,29500,481000,486000,450500,313016
2020-03-31,482000,1,32000,455000,493000,448000,665621
2020-03-30,450000,1,7000,437000,452000,433500,216938
2020-03-27,443000,0,13500,467000,469000,436000,399994
2020-03-26,456500,0,18500,469500,475000,456000,324101
2020-03-25,475000,0,1000,492500,494000,462000,431318
2020-03-24,476000,1,40000,452500,492000,448000,509039
2020-03-23,436000,1,6000,406000,454500,405500,589740
2020-03-20,430000,1,64000,383500,451000,371500,586738
2020-03-19,366000,0,34500,410000,416000,352000,470624
2020-03-18,400500,0,17000,425500,427500,400500,276886
2020-03-17,417500,0,12500,410000,433000,409500,423614
2020-03-16,430000,0,26500,463000,474500,429500,218369
2020-03-13,456500,0,26500,465000,478000,420000,477093
2020-03-12,483000,0,1000,480000,489000,467000,244877
2020-03-11,484000,0,12000,507000,514000,476500,201904
2020-03-10,496000,1,2000,489000,497000,486000,156243
2020-03-09,494000,1,3000,484000,500000,483000,202109
2020-03-06,491000,0,5500,491000,494000,487500,93421
2020-03-05,496500,1,7500,498500,499000,490000,130398
2020-03-04,489000,1,9500,479500,491000,479000,140079
2020-03-03,479500,1,12500,479500,502000,476500,233926
2020-03-02,467000,1,3500,463000,472500,457500,149246
2020-02-28,463500,0,16500,473000,475000,455500,231859
2020-02-27,480000,2,0,479000,484000,471000,166026
2020-02-26,480000,1,1000,468000,484500,467000,156734
2020-02-25,479000,1,18000,459000,479500,458000,246549
2020-02-24,461000,0,25500,470000,477500,461000,278895
2020-02-21,486500,0,12000,493000,494000,483000,214090
2020-02-20,498500,0,6500,507000,514000,495000,261309
2020-02-19,505000,0,8000,513000,517000,500000,175595
2020-02-18,513000,0,6000,514000,518000,510000,121475
2020-02-17,519000,0,10000,529000,529000,517000,145950
2020-02-14,529000,0,1000,530000,533000,528000,77388
2020-02-13,530000,2,0,537000,537000,527000,111860
2020-02-12,530000,1,2000,528000,538000,525000,131478
2020-02-11,528000,0,2000,536000,542000,524000,170868
2020-02-10,530000,1,11000,519000,534000,511000,153016
2020-02-07,519000,2,0,521000,524000,510000,125762
2020-02-06,519000,1,29000,497500,523000,494000,298254
2020-02-05,490000,0,2500,495500,499500,489000,95141
2020-02-04,492500,1,13000,483000,493000,482500,113472
2020-02-03,479500,0,5000,477000,484000,465000,193254
2020-01-31,484500,0,10500,495000,499500,484500,132195
2020-01-30,495000,1,4000,490500,500000,485000,161574
2020-01-29,491000,0,3000,495500,495500,485000,161493
2020-01-28,494000,1,11000,477000,499000,476000,320066
2020-01-23,483000,1,31000,469500,493000,458500,438529
2020-01-22,452000,1,14000,437000,454000,436500,179649
2020-01-21,438000,2,0,439500,444500,437000,70311
2020-01-20,438000,1,1000,439000,442500,437500,66165
2020-01-17,437000,1,500,436500,439000,432000,67353
2020-01-16,436500,1,2000,435000,439000,430500,69427
2020-01-15,434500,0,500,433500,436500,430000,61351
2020-01-14,435000,0,5500,440500,442000,433000,105457
2020-01-13,440500,1,4000,439000,443500,435000,124102
2020-01-10,436500,1,16500,422000,439000,418000,184177
2020-01-09,420000,1,11500,417000,421500,416000,86176
2020-01-08,408500,0,10500,412500,415000,401000,151966
2020-01-07,419000,1,7000,415500,419500,411000,85655
2020-01-06,412000,0,10000,414500,416500,411000,99978
2020-01-03,422000,0,6500,431500,436500,418500,123810
2020-01-02,428500,0,4500,433000,439500,425500,108281
2019-12-30,433000,1,3500,430000,442000,428500,136848
2019-12-27,429500,1,16000,419000,438000,415000,222613
2019-12-26,413500,0,3500,420000,420000,413000,139723
2019-12-24,417000,0,5500,421500,433000,416000,171062
2019-12-23,422500,1,26000,398000,423500,397500,385044
2019-12-20,396500,1,1000,396000,397500,395500,75612
2019-12-19,395500,1,1000,394500,396500,393500,59475
2019-12-18,394500,0,500,396000,397000,393500,75412
2019-12-17,395000,2,0,394000,396000,392000,74299
2019-12-16,395000,0,1000,395000,399000,394000,68439
2019-12-13,396000,1,6000,393000,397000,392000,89107
2019-12-12,390000,1,1000,388500,392000,388000,93556
2019-12-11,389000,0,1000,391500,393500,387000,39782
2019-12-10,390000,1,2000,384000,391000,383000,43279
2019-12-09,388000,0,7000,391000,394000,385000,63355
2019-12-06,395000,0,1000,396500,397000,390000,86663
2019-12-05,396000,1,4500,391500,396000,385000,69626
2019-12-04,391500,0,2500,393500,395500,388500,60031
2019-12-03,394000,1,4000,386000,394000,385000,51493
2019-12-02,390000,0,3500,394000,398000,387000,64001
2019-11-29,393500,0,5500,401500,402500,393000,74067
2019-11-28,399000,1,2000,396000,400000,396000,68488
2019-11-27,397000,1,8000,393000,397500,386500,72185
2019-11-26,389000,0,2000,391000,394500,389000,100289
2019-11-25,391000,1,6000,389000,393000,386000,81180
2019-11-22,385000,0,6000,387500,391000,380500,82542
2019-11-21,391000,0,8500,399500,399500,384000,100365
2019-11-20,399500,1,500,396500,401000,394000,70048
2019-11-19,399000,0,3000,403500,403500,396000,48691
2019-11-18,402000,1,4000,398000,403000,398000,94620
2019-11-15,398000,1,2500,393000,398000,393000,60635
2019-11-14,395500,1,6000,390500,398000,390500,54733
2019-11-13,389500,0,8500,397000,398000,389000,77768
2019-11-12,398000,0,1500,400000,400000,395000,47139
2019-11-11,399500,1,9500,388500,402000,388500,99605
2019-11-08,390000,0,14500,404500,405000,388500,124664
2019-11-07,404500,1,5000,401000,405000,400500,98668
2019-11-06,399500,2,0,399500,402500,398500,58144
2019-11-05,399500,0,1500,402500,402500,399000,76609
2019-11-04,401000,1,5000,401000,401500,397500,87311
2019-11-01,396000,0,2500,397500,398500,390500,82728
2019-10-31,398500,1,1500,400000,403000,397000,110973
2019-10-30,397000,0,3500,401000,402000,388500,139063
2019-10-29,400500,1,2500,397500,402000,390000,215745
2019-10-28,398000,1,14500,387500,398000,386500,203328
2019-10-25,383500,1,5500,379000,387500,376000,168739
2019-10-24,378000,1,5500,378000,380000,368000,220840
2019-10-23,372500,1,28500,377000,380500,365000,565378
2019-10-22,344000,1,4500,341000,349500,341000,90349
2019-10-21,339500,0,4500,343500,344000,338500,51210
2019-10-18,344000,0,1000,345000,349500,342000,63654
2019-10-17,345000,1,6000,343000,352000,342000,221230
2019-10-16,339000,1,13000,327500,339000,327000,170243
2019-10-15,326000,0,3500,329000,329500,325500,32848
2019-10-14,329500,1,4500,327500,330000,324500,82811
2019-10-11,325000,0,1000,329000,329000,324000,57332
2019-10-10,326000,0,3000,326000,329000,321500,65922
2019-10-08,329000,1,3000,326000,330000,321500,106670
2019-10-07,326000,1,5500,324000,328000,322000,70555
2019-10-04,320500,1,2500,320500,325000,319000,78522
2019-10-02,318000,0,5000,317500,323500,313500,82123
2019-10-01,323000,1,15500,308000,323000,305000,105042
2019-09-30,307500,0,4000,309500,313000,301000,86603
2019-09-27,311500,0,6000,320000,320000,311000,76011
2019-09-26,317500,0,500,318000,324500,316500,72971
2019-09-25,318000,0,500,318500,324000,317000,84517
2019-09-24,318500,1,1500,314000,330000,311000,212881
2019-09-23,317000,0,21500,338000,338000,314000,284614
2019-09-20,338500,1,9500,331000,342000,331000,235556
2019-09-19,329000,1,13000,316000,335000,316000,273672
2019-09-18,316000,1,1000,317500,322500,313000,146324
2019-09-17,315000,1,21500,299000,316500,298500,342854
2019-09-16,293500,1,500,294500,296500,288500,81350
2019-09-11,293000,1,9500,285500,293000,283500,150651
2019-09-10,283500,1,3500,290000,290000,280500,113119
2019-09-09,280000,1,2500,277500,282500,277500,52212
2019-09-06,277500,0,2000,280000,281500,276000,63760
2019-09-05,279500,1,1500,280000,282500,278000,84191
2019-09-04,278000,1,6000,270000,278000,269000,118329
2019-09-03,272000,1,5000,267000,273000,266000,93305
2019-09-02,267000,0,2000,267500,267500,261000,132489
2019-08-30,269000,0,3500,274500,281000,267000,315441
2019-08-29,272500,0,14000,290000,304000,261500,796095
